respondent_id,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,data_source_note,median_house_value,rooms_per_household,bedrooms_per_room,population_per_household
101863,-118.85,34.93,13,4627,1388.8684185553338,1585,849,1.8537,NEAR OCEAN,legacy_import,110859.0,5.449941107184923,0.30016607273726686,1.8669022379269729
101529,-118.91,36.68,43,266,48.55845354659351,103,32,2.8463,NEAR OCEAN,legacy_import,134030.0,8.3125,0.18255057724283275,3.21875
100221,-118.62,37.64,16,1362,387.46218189214215,963,328,1.5961,<1H OCEAN,legacy_import,112724.0,4.152439024390244,0.28448030975928207,2.9359756097560976
100319,-121.8,36.4,20,4130,1017.860355535914,4442,1148,3.2931,<1H OCEAN,survey_2023,174022.0,3.597560975609756,0.24645529189731574,3.8693379790940767
101933,-118.27,34.62,7,1844,302.17689627165845,989,437,1.7288,INLAND,legacy_import,96412.0,4.219679633867277,0.16387033420371933,2.263157894736842
100878,-124.03,38.12,40,4275,1227.6219670770984,1698,819,3.3503,<1H OCEAN,survey_2023,172895.0,5.21978021978022,0.28716303323440895,2.0732600732600734
101815,-114.62,37.99,19,1830,575.5921998299638,996,258,6.9821,<1H OCEAN,survey_2023,330039.0,7.093023255813954,0.3145312567376851,3.86046511627907
100825,-115.1,40.56,28,8282,2717.916552670575,2222,939,1.5024,NEAR BAY,survey_2023,127161.0,8.820021299254526,0.3281715229015425,2.3663471778487755
101699,-118.8,35.02,12,2566,631.5327592798296,2240,676,7.4475,INLAND,legacy_import,309635.0,3.7958579881656807,0.24611565053773563,3.3136094674556213
101478,-116.32,37.14,45,10430,1947.0921411057932,3911,1337,15.0,NEAR BAY,survey_2023,500001.0,7.801047120418848,0.1866818927234701,2.925205684367988
100138,-120.66,34.28,42,1998,392.8069957276749,575,317,0.9415,<1H OCEAN,legacy_import,99191.0,6.302839116719243,0.19660009796179925,1.8138801261829653
100163,-118.94,40.49,12,692,213.29650069326544,500,147,1.8019,<1H OCEAN,legacy_import,106050.0,4.707482993197279,0.30823193741801364,3.401360544217687
101795,-123.45,38.76,44,2899,756.26890574125,2032,875,3.5792,INLAND,legacy_import,136084.0,3.313142857142857,0.26087233726845466,2.322285714285714
101461,-117.79,33.98,32,8875,2559.6832881370724,1954,1144,0.6102,<1H OCEAN,survey_2023,75760.0,7.7578671328671325,0.28841501838164196,1.7080419580419581
100960,-123.47,34.35,31,9372,2352.1673422844847,4421,1384,3.2639,<1H OCEAN,survey_2023,188024.0,6.771676300578035,0.2509781628557922,3.194364161849711
101754,-114.54,35.08,52,13192,2233.929020425456,5334,1475,0.948,INLAND,survey_2023,68712.0,8.943728813559321,0.16933967710926745,3.616271186440678
101309,-116.15,36.91,37,9372,3130.1256612510465,2929,1324,5.7263,<1H OCEAN,survey_2023,258255.0,7.078549848942598,0.33398694635627896,2.2122356495468276
101190,-123.63,35.42,29,11906,2176.468578310011,2133,1328,2.6082,<1H OCEAN,survey_2023,155980.0,8.965361445783133,0.18280434892575262,1.6061746987951808
101944,-116.41,33.45,29,3868,706.1979557079395,2180,1247,6.6831,<1H OCEAN,survey_2023,310975.0,3.1018444266238974,0.18257444563286956,1.7481956696070569
101932,-118.69,38.42,33,2207,540.5147926342239,1737,674,3.481,INLAND,legacy_import,143360.0,3.2744807121661723,0.24490928528963476,2.577151335311573
101818,-118.05,40.3,1,3848,848.672561633154,3253,824,3.5036,<1H OCEAN,survey_2023,188668.0,4.669902912621359,0.2205490025034184,3.9478155339805827
100633,-118.98,34.09,16,6013,1577.8882867307818,3161,1331,0.7346,INLAND,survey_2023,65113.0,4.517655897821187,0.26241282001177146,2.3749060856498874
101199,-123.0,36.23,24,8205,2286.951420779608,2127,1241,6.2501,INLAND,survey_2023,267918.0,6.6116035455278,0.278726559510007,1.7139403706688154
100655,-123.02,36.46,46,3775,1015.5418559096522,4251,1146,3.3517,<1H OCEAN,survey_2023,168580.0,3.2940663176265272,0.2690177101747423,3.7094240837696337
100016,-121.26,35.8,36,1791,352.20584606668484,687,325,4.1509,<1H OCEAN,survey_2023,244899.0,5.510769230769231,0.19665318038340862,2.1138461538461537
101643,-118.06,36.93,23,1663,371.61196697680487,969,487,2.5417,INLAND,survey_2023,137976.0,3.414784394250513,0.22345878952303358,1.9897330595482545
101611,-117.79,33.86,14,6352,1660.809129208503,2992,838,1.9364,<1H OCEAN,legacy_import,123135.0,7.579952267303103,0.26146239439680463,3.5704057279236276
100137,-117.27,39.45,10,7064,1463.5443511781343,2968,962,2.4797,INLAND,survey_2023,124286.0,7.343035343035343,0.20718351517244257,3.085239085239085
101236,-115.66,34.59,7,1943,517.0889580198767,885,290,4.1926,<1H OCEAN,legacy_import,213610.0,6.7,0.26612916007199006,3.0517241379310347
100697,-118.49,35.46,3,227,1015.5418559096522,238,66,3.5681,INLAND,survey_2023,194099.0,3.4393939393939394,4.473752669205516,3.606060606060606
101097,-122.44,33.47,17,3996,847.9534482719505,1403,512,3.2905,INLAND,survey_2023,87309.0,7.8046875,0.21220056263061823,2.740234375
101628,-123.33,40.03,32,671,138.7095262582427,414,191,10.6668,<1H OCEAN,legacy_import,481359.0,3.513089005235602,0.20672060545192653,2.167539267015707
100448,-120.54,33.05,23,478,81.96728930487227,255,104,1.423,<1H OCEAN,legacy_import,108348.0,4.596153846153846,0.1714796847382265,2.451923076923077
101909,-122.81,35.59,48,6766,1785.9918995052142,4844,1285,3.6105,NEAR OCEAN,legacy_import,187534.0,5.265369649805447,0.26396569605456904,3.7696498054474707
100327,-118.18,32.51,38,2303,798.5384699869514,1240,447,1.5694,INLAND,legacy_import,50962.0,5.152125279642058,0.3467383716834353,2.7740492170022373
100317,-122.57,36.25,44,7370,2520.0819089740567,3997,1063,0.528,<1H OCEAN,survey_2023,45564.0,6.933207902163688,0.3419378438228028,3.760112888052681
101753,-121.89,39.07,28,4338,1019.8563503105588,1335,655,1.4762,<1H OCEAN,legacy_import,123063.0,6.622900763358778,0.23509828269030864,2.0381679389312977
100526,-120.15,34.5,6,3257,744.734982633304,1404,428,2.7206,INLAND,survey_2023,109439.0,7.609813084112149,0.22865673399855818,3.2803738317757007
100087,-117.92,38.74,24,7364,2560.625551498192,2534,927,4.5301,INLAND,survey_2023,223903.0,7.943905070118662,0.34772210096390443,2.733549083063646
101285,-119.12,33.22,1,5090,1015.5418559096522,2672,872,4.2513,INLAND,survey_2023,187964.0,5.837155963302752,0.19951706402940123,3.0642201834862384
100148,-123.79,37.2,22,9872,1015.5418559096522,4235,1378,6.7559,<1H OCEAN,survey_2023,325072.0,7.16400580551524,0.10287093354028082,3.0732946298984034
101635,-121.95,37.12,37,2279,625.8923641737088,1272,387,3.0809,INLAND,survey_2023,169128.0,5.888888888888889,0.2746346486062785,3.2868217054263567
101544,-114.67,40.71,25,2218,1015.5418559096522,888,331,1.5756,<1H OCEAN,survey_2023,102295.0,6.7009063444108765,0.4578637763343788,2.6827794561933533
101473,-120.26,39.15,21,5041,1458.60427641137,3432,1385,2.8838,NEAR BAY,survey_2023,229268.0,3.6397111913357403,0.2893482000419302,2.4779783393501806
100365,-120.44,32.92,42,3031,751.8274753822251,1613,464,1.3168,NEAR BAY,survey_2023,163550.0,6.532327586206897,0.24804601629238704,3.476293103448276
100589,-122.78,39.28,28,4983,779.9409260264725,2095,1329,3.4167,INLAND,survey_2023,154196.0,3.749435665914221,0.1565203544102895,1.5763732129420618
101524,-119.44,34.09,44,371,107.85601137770882,168,55,6.3393,<1H OCEAN,survey_2023,314391.0,6.745454545454545,0.29071701179975423,3.0545454545454547
100198,-115.43,37.69,34,8004,1570.8078908782998,2668,1107,0.5556,NEAR BAY,survey_2023,60122.0,7.230352303523035,0.19625285992982255,2.4101174345076783
101910,-121.24,32.87,33,5668,1254.4029425181227,1135,690,0.5,INLAND,survey_2023,60979.0,8.214492753623189,0.2213131514675587,1.644927536231884
100192,-115.3,38.87,46,7147,1359.9885217110304,3701,1038,2.9468,<1H OCEAN,survey_2023,167168.0,6.8853564547206165,0.19028802598447328,3.565510597302505
100404,-121.1,38.93,4,2199,592.5178972680527,2010,539,5.2209,<1H OCEAN,legacy_import,282886.0,4.079777365491651,0.2694487936644169,3.7291280148423005
101587,-120.26,39.74,26,2981,495.4956364095018,1199,420,5.9422,<1H OCEAN,survey_2023,318090.0,7.097619047619047,0.1662179256657168,2.854761904761905
101282,-118.7,40.62,41,4812,1101.8986420429978,2103,565,3.2753,<1H OCEAN,survey_2023,173819.0,8.516814159292036,0.22898974273545258,3.7221238938053096
100483,-118.02,33.91,19,9199,1710.548349082128,4081,1193,3.5022,NEAR OCEAN,legacy_import,225716.0,7.71081307627829,0.1859493802676517,3.4207879295892707
101761,-115.86,39.48,46,7688,2491.321717123724,1930,912,2.6603,<1H OCEAN,survey_2023,135055.0,8.429824561403509,0.3240532930702034,2.116228070175439
100791,-118.44,41.82,33,5880,1739.0223059279697,1738,836,3.4748,NEAR OCEAN,survey_2023,217957.0,7.033492822966507,0.2957520928448928,2.0789473684210527
100799,-115.08,34.31,24,5397,997.965201688308,2340,932,2.8229,<1H OCEAN,survey_2023,184196.0,5.790772532188841,0.184911099071393,2.5107296137339055
100384,-116.95,35.53,47,234,66.1375646263023,113,41,3.533,<1H OCEAN,legacy_import,158834.0,5.7073170731707314,0.2826391650696679,2.7560975609756095
100750,-123.13,36.19,37,10602,3277.174204118188,4061,1443,3.2481,<1H OCEAN,survey_2023,167962.0,7.347193347193347,0.3091090552837378,2.814275814275814
100422,-123.39,39.68,29,3222,485.473524823978,930,547,1.823,NEAR BAY,survey_2023,162435.0,5.890310786106033,0.1506745887101111,1.70018281535649
100314,-115.94,41.93,35,3103,1021.0724586821724,1539,465,0.8924,<1H OCEAN,survey_2023,128965.0,6.673118279569892,0.32905976754178934,3.3096774193548386
101021,-121.33,36.61,36,5716,1488.1140536392209,4924,1275,6.6367,INLAND,survey_2023,257933.0,4.483137254901961,0.2603418568298147,3.8619607843137254
100543,-117.58,38.33,30,9934,2720.2458417204944,2729,1226,3.2148,<1H OCEAN,legacy_import,180996.0,8.102773246329527,0.2738318745440401,2.2259380097879284
100913,-120.21,41.69,52,2202,462.4904095868088,470,279,4.6927,<1H OCEAN,survey_2023,261904.0,7.89247311827957,0.21003197528919565,1.6845878136200716
100662,-118.24,34.55,17,6361,1742.3887089033035,4960,1487,4.089,<1H OCEAN,survey_2023,241974.0,4.277740416946873,0.27391742004453756,3.3355749831876262
100902,-122.49,32.5,4,367,95.71154880662174,150,51,2.5243,<1H OCEAN,survey_2023,157584.0,7.196078431372549,0.26079441091722544,2.9411764705882355
101409,-115.62,32.88,10,5526,1264.9806411415711,4792,1311,1.9812,INLAND,legacy_import,81888.0,4.215102974828375,0.22891433969264768,3.655225019069413
100685,-118.73,32.68,32,1527,263.17167847454147,639,297,2.0645,<1H OCEAN,survey_2023,134097.0,5.141414141414141,0.1723455654712125,2.1515151515151514
101691,-119.27,37.48,12,1769,606.0016008413048,633,321,1.0942,<1H OCEAN,survey_2023,106880.0,5.510903426791277,0.3425673266485612,1.97196261682243
100159,-117.02,39.61,2,2111,335.024222257203,1027,348,2.9585,INLAND,legacy_import,176298.0,6.066091954022989,0.15870403707115255,2.9511494252873565
100999,-119.84,40.78,30,9723,2089.759314601537,3652,1247,2.4616,INLAND,survey_2023,68892.0,7.7971130713712915,0.21492947800077516,2.928628708901363
101312,-118.82,39.23,1,505,176.4283125831659,299,95,8.0947,INLAND,legacy_import,317483.0,5.315789473684211,0.3493629952141899,3.1473684210526316
101791,-116.93,33.14,46,2331,482.48427533580826,966,307,0.9533,NEAR BAY,survey_2023,91263.0,7.592833876221499,0.20698596110502285,3.1465798045602607
100202,-122.68,36.51,36,9722,2824.9151374346657,2747,1480,3.221,INLAND,survey_2023,132850.0,6.568918918918919,0.29056934143536983,1.856081081081081
101023,-114.59,35.66,6,5306,1759.0868180600885,1244,610,1.9026,<1H OCEAN,survey_2023,141493.0,8.698360655737705,0.33152785866190887,2.039344262295082
101962,-115.9,32.77,9,3596,728.3985481180174,1455,449,1.9082,<1H OCEAN,survey_2023,106801.0,8.00890868596882,0.2025579944710838,3.2405345211581293
101200,-116.72,37.76,4,3513,717.3220918081834,1715,516,2.5412,NEAR BAY,survey_2023,165505.0,6.808139534883721,0.20419074631602144,3.3236434108527133
100112,-115.0,34.25,44,7131,1280.0967061356855,2235,1092,4.045,<1H OCEAN,survey_2023,240341.0,6.53021978021978,0.17951152799546846,2.0467032967032965
101891,-120.29,37.55,49,7421,1166.986734926884,4505,1416,1.8575,INLAND,survey_2023,102294.0,5.2408192090395485,0.15725464693799812,3.181497175141243
101970,-124.06,41.75,29,659,178.36677260597247,455,214,2.1674,NEAR BAY,survey_2023,188341.0,3.0794392523364484,0.27066278088918433,2.1261682242990654
100980,-120.96,36.66,5,10265,2851.52597723604,3611,1279,3.3844,NEAR OCEAN,survey_2023,174004.0,8.025801407349492,0.2777911327068719,2.82329945269742
100922,-115.35,40.26,13,2952,549.6048285951517,948,329,10.4617,NEAR OCEAN,survey_2023,500001.0,8.972644376899696,0.18618049749158255,2.8814589665653494
101496,-118.11,40.7,47,6274,1555.1403017614375,4328,1305,4.1482,<1H OCEAN,survey_2023,213535.0,4.807662835249042,0.24787062508151697,3.3164750957854405
101602,-122.03,34.26,2,1069,182.01552650754925,906,250,1.7548,INLAND,survey_2023,112303.0,4.276,0.17026709682651942,3.624
101429,-115.62,38.08,28,55,17.47914963475782,51,17,1.3788,<1H OCEAN,survey_2023,104261.0,3.235294117647059,0.31780272063196036,3.0
101824,-117.86,34.49,48,5127,1737.9593673933614,2275,625,2.3713,ISLAND,survey_2023,176337.0,8.2032,0.3389817373499827,3.64
100815,-119.11,39.83,21,817,223.97415513445404,260,123,0.8855,INLAND,legacy_import,66357.0,6.642276422764228,0.27414217274718977,2.113821138211382
101377,-119.15,34.28,33,7250,1690.5408091576828,2281,1193,3.1481,<1H OCEAN,survey_2023,174160.0,6.077116512992456,0.23317804264243902,1.9119865884325231
101302,-123.78,37.81,35,3513,662.6954710779887,2071,611,5.5031,NEAR BAY,survey_2023,295107.0,5.7495908346972175,0.18864089697637026,3.3895253682487727
100679,-115.64,37.4,14,4004,904.9975805867508,1665,596,1.6979,NEAR OCEAN,survey_2023,119562.0,6.718120805369128,0.2260233717749128,2.7936241610738257
101093,-119.17,40.48,14,9397,2660.600490791238,4646,1232,5.2961,<1H OCEAN,legacy_import,304076.0,7.627435064935065,0.2831329669885323,3.771103896103896
100080,-115.67,32.76,32,10318,2438.871573737013,3600,1210,6.75,<1H OCEAN,survey_2023,330623.0,8.527272727272727,0.2363705731476074,2.975206611570248
101774,-116.43,38.76,29,9607,2022.70542318469,3656,1360,3.6415,INLAND,survey_2023,200565.0,7.063970588235295,0.2105449592156438,2.6882352941176473
101355,-115.57,33.23,6,2255,598.9708032643287,940,281,0.9006,<1H OCEAN,survey_2023,60785.0,8.02491103202847,0.26561898149194174,3.3451957295373664
101545,-119.46,33.97,10,5288,1482.183234813316,2315,689,4.0799,<1H OCEAN,survey_2023,232358.0,7.6748911465892595,0.28029183714321404,3.359941944847605
100752,-118.02,34.97,35,5668,1821.659871728916,1140,638,2.3215,INLAND,legacy_import,92938.0,8.884012539184953,0.3213937670657932,1.786833855799373
101330,-118.75,38.39,44,6826,2187.764408913072,2372,837,3.9377,<1H OCEAN,survey_2023,224768.0,8.15531660692951,0.3205046013643528,2.833930704898447
101054,-114.32,38.74,7,9210,2939.81151214728,5338,1443,3.02,<1H OCEAN,survey_2023,214147.0,6.382536382536382,0.31919777547744627,3.6992376992376994
100242,-115.15,38.04,44,584,191.48034982828923,262,81,2.5577,NEAR OCEAN,survey_2023,130842.0,7.209876543209877,0.32787731134981035,3.234567901234568
101352,-119.91,41.12,20,1189,389.6753929192041,364,194,8.3951,INLAND,survey_2023,326347.0,6.128865979381444,0.32773371986476374,1.8762886597938144
100641,-121.08,33.5,15,2339,1015.5418559096522,1559,440,6.4652,NEAR BAY,survey_2023,377334.0,5.3159090909090905,0.4341777921802703,3.543181818181818
100696,-121.41,38.94,48,2092,399.1824154083053,1036,287,1.3794,INLAND,survey_2023,69199.0,7.289198606271777,0.19081377409574823,3.6097560975609757
100209,-122.69,41.15,25,6490,1448.8234863697664,2466,1144,4.3083,NEAR BAY,survey_2023,273668.0,5.673076923076923,0.2232393661586697,2.1555944055944054
100770,-123.19,33.22,21,1294,236.4055023819045,546,224,8.526,INLAND,legacy_import,364495.0,5.776785714285714,0.18269358762125543,2.4375
101768,-120.54,34.06,11,3267,883.533010539776,1726,669,1.2755,<1H OCEAN,survey_2023,93723.0,4.883408071748879,0.27044169284964065,2.579970104633782
100435,-117.29,36.2,30,11102,3116.424982547188,4533,1238,2.8349,NEAR OCEAN,survey_2023,182694.0,8.967689822294023,0.2807084293413068,3.661550888529887
101063,-120.12,38.42,45,6600,2041.6224128163951,3288,840,4.2259,<1H OCEAN,survey_2023,189705.0,7.857142857142857,0.3093367292146053,3.914285714285714
100974,-123.99,36.15,6,8055,2188.2700410418024,2379,1227,4.3906,NEAR BAY,legacy_import,227533.0,6.56479217603912,0.27166605102939817,1.938875305623472
100551,-115.78,33.55,43,8548,1814.3980916113771,4512,1386,4.7204,INLAND,survey_2023,219425.0,6.167388167388167,0.21225995456380173,3.2554112554112553
100808,-119.79,37.03,20,5097,1405.385096068861,3383,1062,1.7138,INLAND,survey_2023,82084.0,4.799435028248587,0.2757278979927136,3.1854990583804144
101957,-120.09,36.49,12,4811,951.0612846166312,1667,614,1.4832,INLAND,survey_2023,34179.0,7.835504885993485,0.1976847400990711,2.714983713355049
101013,-123.91,35.85,42,7531,1651.374660801415,2719,1417,2.5376,<1H OCEAN,survey_2023,127477.0,5.314749470712774,0.21927694340743795,1.9188426252646436
101900,-118.76,36.6,40,737,217.99472592723868,285,132,6.6992,<1H OCEAN,legacy_import,335688.0,5.583333333333333,0.29578660234360743,2.159090909090909
100466,-121.44,36.25,1,5027,1294.6863266654302,1936,1252,0.7277,<1H OCEAN,survey_2023,85361.0,4.01517571884984,0.2575465141566402,1.5463258785942493
101487,-117.35,32.99,17,5041,1598.418432362939,1775,620,2.6235,INLAND,survey_2023,142225.0,8.130645161290323,0.3170836009448401,2.8629032258064515
101317,-116.98,32.55,40,8023,1451.8601166616668,2729,1433,4.4351,<1H OCEAN,survey_2023,217259.0,5.5987438939288205,0.18096224811936518,1.9043963712491276
100277,-117.8,37.31,2,2992,1015.5418559096522,1496,726,1.6419,<1H OCEAN,legacy_import,117712.0,4.121212121212121,0.33941906948852013,2.0606060606060606
101069,-121.43,38.92,16,347,83.05899350829624,126,43,1.9986,<1H OCEAN,survey_2023,121214.0,8.069767441860465,0.23936309368385084,2.9302325581395348
101017,-118.62,36.34,7,3891,1161.4286893201347,922,544,1.8913,<1H OCEAN,legacy_import,113034.0,7.1525735294117645,0.29849105353897065,1.6948529411764706
101333,-114.34,34.35,46,7408,2521.398142810828,3078,1130,4.489,ISLAND,survey_2023,229282.0,6.555752212389381,0.3403615203578332,2.7238938053097344
100722,-123.64,39.91,50,5101,1631.5470600571653,4479,1418,1.3169,<1H OCEAN,survey_2023,88713.0,3.5973201692524683,0.3198484728596678,3.1586741889985896
101967,-120.68,32.88,41,6622,1737.420343329875,1855,751,9.6685,<1H OCEAN,legacy_import,482816.0,8.817576564580559,0.26237093677587964,2.4700399467376832
100786,-118.47,41.63,13,7806,2320.419390949397,1558,999,0.6156,ISLAND,survey_2023,95427.0,7.813813813813814,0.29726100319618204,1.5595595595595595
101558,-115.9,33.28,14,10425,2411.6781838415327,2405,1236,2.745,<1H OCEAN,legacy_import,166934.0,8.434466019417476,0.23133603681933168,1.9457928802588997
101320,-121.83,37.71,28,2016,368.9064936177015,1482,506,3.7553,INLAND,legacy_import,180320.0,3.984189723320158,0.18298933215163765,2.9288537549407114
101381,-120.39,36.61,16,5101,1642.672286643637,3750,1141,7.4017,INLAND,survey_2023,309047.0,4.470639789658194,0.3220294621924401,3.286590709903593
101549,-117.97,37.85,29,7689,1679.6258275898238,4286,1146,6.4463,INLAND,survey_2023,246249.0,6.709424083769633,0.2184452890609733,3.7399650959860384
100906,-116.13,41.74,9,2993,456.8016421180077,1252,357,2.5416,INLAND,survey_2023,127662.0,8.38375350140056,0.15262333515469687,3.507002801120448
100563,-124.15,33.19,38,4469,995.8933519647492,2160,839,5.2653,INLAND,survey_2023,182130.0,5.32657926102503,0.22284478674530078,2.5744934445768775
100388,-116.79,39.2,4,4752,1261.472019847536,2275,926,7.5582,<1H OCEAN,survey_2023,354390.0,5.1317494600431965,0.2654612836379495,2.4568034557235423
100022,-121.38,41.4,13,3577,747.7046301731433,1478,884,2.6697,INLAND,legacy_import,118980.0,4.046380090497737,0.2090312077643677,1.6719457013574661
101233,-123.99,33.05,34,5635,1541.1183836512444,3064,1098,8.8467,ISLAND,survey_2023,425012.0,5.132058287795993,0.27349039638886324,2.790528233151184
100124,-122.02,41.85,42,6074,2031.6918872794815,2142,874,2.9942,<1H OCEAN,survey_2023,169115.0,6.949656750572083,0.33448993863672727,2.4508009153318078
101257,-119.38,34.46,42,2543,698.2448093918789,1239,312,14.5622,<1H OCEAN,survey_2023,500001.0,8.150641025641026,0.2745752298041207,3.9711538461538463
100773,-120.33,36.87,21,4134,1413.883381692924,2714,697,4.6239,INLAND,legacy_import,216932.0,5.931133428981348,0.34201339663592745,3.8938307030129127
100880,-121.99,35.65,34,6230,1119.6399348162672,4810,1370,3.2637,NEAR BAY,survey_2023,166153.0,4.547445255474453,0.17971748552428046,3.510948905109489
101144,-121.63,35.05,17,11791,1791.9567692320932,4347,1405,2.3891,<1H OCEAN,survey_2023,107947.0,8.392170818505338,0.1519766575550923,3.093950177935943
101166,-115.98,41.31,30,625,103.50233737509208,198,92,6.1526,<1H OCEAN,survey_2023,267721.0,6.793478260869565,0.16560373980014734,2.152173913043478
100050,-114.6,36.85,37,4408,1044.113131613134,3024,762,4.1645,<1H OCEAN,legacy_import,244046.0,5.784776902887139,0.23686777032965836,3.968503937007874
101588,-120.02,33.7,21,9569,2907.000658131237,4460,1146,2.1498,NEAR OCEAN,survey_2023,129267.0,8.349912739965095,0.30379356862067475,3.891797556719023
101469,-116.48,34.11,30,3353,822.5627759055068,1542,856,8.5464,<1H OCEAN,survey_2023,425413.0,3.917056074766355,0.2453214362974968,1.8014018691588785
101105,-122.56,36.63,15,620,137.47205420178906,233,101,4.6351,NEAR BAY,survey_2023,258945.0,6.138613861386139,0.22172911968030495,2.3069306930693068
100703,-122.96,32.66,48,7247,2125.7358262059865,2658,1403,2.0444,<1H OCEAN,survey_2023,74109.0,5.16535994297933,0.29332631795308217,1.894511760513186
100482,-119.75,41.47,24,5247,1152.956144660824,2000,756,6.6887,INLAND,legacy_import,261904.0,6.940476190476191,0.21973625779699335,2.6455026455026456
101145,-115.51,36.0,37,6600,1436.2781685521154,2273,1006,0.8969,<1H OCEAN,legacy_import,94269.0,6.560636182902584,0.21761790432607808,2.2594433399602387
101925,-123.37,32.74,45,8413,1634.5650349619812,5038,1373,1.323,<1H OCEAN,survey_2023,110553.0,6.127458120903132,0.19429038808534188,3.6693372177713037
100066,-122.89,34.41,31,5054,1652.5294672242087,1538,994,3.5312,NEAR OCEAN,survey_2023,231049.0,5.084507042253521,0.32697456810926173,1.5472837022132797
101734,-122.99,34.84,22,6035,1030.6468647780769,3434,959,7.0326,<1H OCEAN,legacy_import,307137.0,6.293013555787279,0.17077827088286276,3.5808133472367047
100733,-119.07,41.6,24,2850,469.5145966431789,2874,895,1.7667,INLAND,legacy_import,98574.0,3.184357541899441,0.16474196373444874,3.2111731843575417
101798,-123.59,34.14,52,3500,921.6209428651337,3579,1097,2.1806,INLAND,survey_2023,111979.0,3.1905195989061075,0.26332026939003816,3.2625341841385596
100801,-122.77,41.13,47,1513,336.1537745207773,601,390,0.8954,INLAND,survey_2023,22080.0,3.8794871794871795,0.2221769824988614,1.541025641025641
101559,-115.3,36.87,43,438,112.18307316491416,363,92,5.2752,<1H OCEAN,survey_2023,277468.0,4.760869565217392,0.2561257378194387,3.9456521739130435
101481,-123.1,37.94,42,2929,1015.5418559096522,1384,810,2.9812,NEAR OCEAN,survey_2023,197375.0,3.6160493827160494,0.34671965036177954,1.708641975308642
100907,-120.88,34.65,26,5130,1612.1664652819084,3111,1027,6.3373,INLAND,survey_2023,305727.0,4.995131450827653,0.31426246886586906,3.02921129503408
100031,-122.59,37.87,9,2125,732.8273847632184,861,284,3.8238,NEAR BAY,legacy_import,198556.0,7.482394366197183,0.3448599457709263,3.0316901408450705
100417,-121.01,32.87,28,187,1015.5418559096522,71,28,1.8009,<1H OCEAN,survey_2023,99706.0,6.678571428571429,5.430705111816322,2.5357142857142856
100632,-119.18,32.54,23,1906,416.6247671025875,1013,338,1.5911,<1H OCEAN,survey_2023,144166.0,5.6390532544378695,0.21858592187963669,2.997041420118343
101574,-122.13,40.95,14,4484,1478.7147235915384,1083,639,3.8,INLAND,legacy_import,169102.0,7.017214397496088,0.32977580811586493,1.6948356807511737
101450,-119.33,36.82,38,4909,1311.1464759746334,1478,910,3.519,NEAR BAY,survey_2023,190540.0,5.394505494505495,0.26709033937148774,1.6241758241758242
100064,-121.49,32.99,42,8965,2007.598401447596,1951,1273,5.4645,INLAND,legacy_import,190219.0,7.04241948153967,0.22393735654741728,1.532600157109191
101634,-115.03,33.39,43,213,68.22521230524723,156,62,7.5341,NEAR OCEAN,legacy_import,337509.0,3.435483870967742,0.3203061610574987,2.5161290322580645
101619,-116.99,34.16,36,7643,1385.2786873362595,5256,1395,1.7854,INLAND,survey_2023,61151.0,5.478853046594982,0.18124802922102048,3.767741935483871
100077,-123.56,36.79,2,7232,1555.7143314671885,2385,865,1.8066,<1H OCEAN,legacy_import,151276.0,8.360693641618496,0.21511536662986566,2.7572254335260116
100491,-118.1,34.43,18,2123,412.485560355332,2085,561,9.8601,<1H OCEAN,survey_2023,458114.0,3.784313725490196,0.19429371660637398,3.716577540106952
101421,-119.23,38.43,42,3923,722.7277383907618,2032,1060,6.1205,NEAR OCEAN,legacy_import,309223.0,3.700943396226415,0.18422832994921282,1.9169811320754717
101537,-117.49,35.88,46,2597,700.9103944035895,826,416,3.8302,INLAND,survey_2023,136555.0,6.242788461538462,0.26989233515733135,1.9855769230769231
100532,-114.33,35.3,19,4685,1526.5429773204055,3618,1415,3.6505,INLAND,survey_2023,161666.0,3.3109540636042403,0.3258362811783149,2.5568904593639576
100065,-118.87,39.97,30,5979,1015.5418559096522,2241,698,3.903,<1H OCEAN,legacy_import,196114.0,8.565902578796562,0.16985145608122632,3.2106017191977076
101703,-119.24,40.56,11,7269,2105.331582876051,4607,1169,2.7394,NEAR OCEAN,legacy_import,160447.0,6.218135158254919,0.28963152880396903,3.9409751924721985
100296,-116.6,34.58,35,6662,1568.674260127768,2705,795,3.4371,INLAND,survey_2023,171643.0,8.379874213836478,0.23546596519480156,3.40251572327044
100591,-117.89,40.14,49,3982,1019.795058111312,1913,502,1.818,NEAR OCEAN,legacy_import,143894.0,7.932270916334661,0.2561012200179086,3.810756972111554
100767,-115.53,34.8,8,5963,1673.1082065512455,2775,1000,5.103,INLAND,legacy_import,237305.0,5.963,0.2805816210885872,2.775
100724,-118.56,36.28,11,1673,331.3361635461881,812,462,3.7408,INLAND,survey_2023,123252.0,3.621212121212121,0.19804911150399768,1.7575757575757576
101436,-121.22,34.67,7,8641,1885.677580832878,3569,1102,1.9669,NEAR OCEAN,survey_2023,158628.0,7.84119782214156,0.21822446254286287,3.2386569872958257
100626,-119.67,33.35,4,7430,1538.7685268269845,1730,963,1.7481,<1H OCEAN,survey_2023,106705.0,7.715472481827622,0.20710208974791178,1.7964693665628244
